Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
28210400UB,704926,4600009210.0,90,42,0,0,F,30.0,223,223.0,Z001,Z1,0,0,1,,2000,,5300357259.0,3.0,1,42,10403000,ST,1
28210400UB,704926,4600009210.0,90,42,0,0,F,30.0,223,223.0,Z001,Y2,0,0,1,E13,2100,,5300357259.0,3.0,1,42,10403000,ST,1
24362800UB,716048,4600011849.0,50,42,0,0,F,30.0,223,223.0,Z010,Z2,0,0,1,,2100,,5300468047.0,3.0,1,42,10401000,ST,1
24362800UB,716048,4600011849.0,50,42,0,0,F,30.0,223,223.0,Z010,Z2,0,0,1,,2100,,5300468047.0,0.0,1,42,10401000,ST,1
23117200UB,716069,4600012307.0,30,56,0,0,F,,228,228.0,Z008,Y9,0,0,1,E15,2100,,5300507745.0,0.0,1,42,10403000,ST,1
23117300UB,716069,4600012307.0,40,56,0,0,F,,228,228.0,Z008,Y9,0,0,1,E15,2100,,5300507748.0,0.0,1,42,10403000,ST,1
60075086,709741,5500008897.0,30,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2000,,5300496816.0,0.0,1,42,10403000,ST,1
35190250UB,704926,4600012419.0,130,42,0,0,F,30.0,223,223.0,Z008,Z3,0,0,1,,2000,,5300173749.0,0.0,1,42,10403000,ST,1
35191960UB,704926,4600012419.0,60,42,0,0,F,30.0,223,223.0,Z008,Z3,0,0,1,,2000,,5300173751.0,0.0,1,42,10403000,ST,1
35195150UB,704926,4600012419.0,120,42,0,0,F,30.0,223,223.0,Z008,Z3,0,0,1,,2000,,5300177434.0,0.0,1,56,10402000,ST,1
23117200UB,716069,4600012307.0,30,56,0,0,F,,228,228.0,Z008,Y9,0,0,1,E15,2000,,5300507745.0,0.0,1,42,10403000,ST,1
23117300UB,716069,4600012307.0,40,56,0,0,F,,228,228.0,Z008,Y9,0,0,1,E15,2000,,5300507748.0,0.0,1,42,10403000,ST,1
01260100UB,708618,5500001827.0,30,35,35,70,F,30.0,213,213.0,Z008,TB,0,0,1,,2000,,5300178623.0,0.0,1,63,10403000,ST,1
60075086,709741,5500008897.0,30,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2000,,5300496816.0,3.0,1,42,10403000,ST,1
35190250UB,704926,4600012419.0,130,42,0,0,F,30.0,223,223.0,Z008,Z3,0,0,1,,2000,,5300173749.0,3.0,1,42,10403000,ST,1
35191960UB,704926,4600012419.0,60,42,0,0,F,30.0,223,223.0,Z008,Z3,0,0,1,,2000,,5300173751.0,3.0,1,42,10403000,ST,1
35195150UB,704926,4600012419.0,120,42,0,0,F,30.0,223,223.0,Z008,Z3,0,0,1,,2000,,5300177434.0,3.0,1,56,10402000,ST,1
01260100UB,708618,5500001827.0,30,35,35,70,F,30.0,213,213.0,Z008,TB,0,0,1,,2000,,5300178623.0,3.0,1,63,10403000,ST,1
24942300UB,708618,5500003325.0,20,14,14,42,F,,213,213.0,Z004,TB,0,0,1,,2000,,5300191820.0,0.0,1,63,10404000,ST,1
60075084,709741,5500008897.0,20,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2000,,5300496814.0,3.0,1,42,10403000,ST,1
60031482,702225,5500008899.0,20,42,42,112,F,30.0,213,213.0,Z008,TB,0,0,1,,2000,,5300389523.0,3.0,1,63,10403000,ST,1
60044367,709741,5500008898.0,20,42,42,42,F,30.0,213,213.0,Z008,V9,0,0,1,E18,2000,,5300408325.0,3.0,1,42,10402000,ST,1
24353500UB,700119,4600009898.0,20,42,0,0,F,30.0,228,228.0,Z008,Y9,0,0,1,E15,2100,,5300093604.0,3.0,1,42,10403000,ST,1
23100700UB,700119,4600007224.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300064465.0,3.0,1,42,10403000,ST,1
23100800UB,700119,4600007225.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300064466.0,3.0,1,42,10403000,ST,1
23113600UB,700119,4600007226.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300086235.0,3.0,1,42,10403000,ST,1
23113700UB,700119,4600007227.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300086234.0,3.0,1,42,10403000,ST,1
60075084,709741,5500008897.0,20,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2000,,5300496814.0,0.0,1,42,10403000,ST,1
24353500UB,700119,4600009898.0,20,42,0,0,F,30.0,228,228.0,Z008,Y9,0,0,1,E15,2100,,5300093604.0,0.0,1,42,10403000,ST,1
24369100UB,704926,4600012195.0,20,42,0,0,F,,223,223.0,Z001,Y2,0,0,1,E11,2100,,5300494614.0,0.0,1,42,10401000,ST,1
23100700UB,700119,4600007224.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300064465.0,0.0,1,42,10403000,ST,1
23100800UB,700119,4600007225.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300064466.0,0.0,1,42,10403000,ST,1
23113600UB,700119,4600007226.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300086235.0,0.0,1,42,10403000,ST,1
23113700UB,700119,4600007227.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300086234.0,0.0,1,42,10403000,ST,1
23117100UB,716069,4600012307.0,20,56,0,0,F,,228,228.0,Z008,Y9,0,0,1,E15,2100,,5300507746.0,0.0,1,42,10403000,ST,1
23474500UB,708618,5500000200.0,20,14,14,56,F,,228,228.0,Z008,Z3,0,0,1,,2100,,5300143327.0,0.0,1,56,10403000,ST,1
23100700UB,700119,4600007224.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300064465.0,0.0,1,42,10403000,ST,1
23100700UB,700119,4600007224.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300064465.0,3.0,1,42,10403000,ST,1
23100800UB,700119,4600007225.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300064466.0,0.0,1,42,10403000,ST,1
23100800UB,700119,4600007225.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300064466.0,3.0,1,42,10403000,ST,1
23113600UB,700119,4600007226.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300086235.0,0.0,1,42,10403000,ST,1
23113600UB,700119,4600007226.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300086235.0,3.0,1,42,10403000,ST,1
23113700UB,700119,4600007227.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300086234.0,0.0,1,42,10403000,ST,1
23113700UB,700119,4600007227.0,20,42,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300086234.0,3.0,1,42,10403000,ST,1
60010726,704926,5500002558.0,20,42,42,42,F,,223,223.0,Z001,Z6,0,0,1,,2000,,5300358240.0,0.0,1,42,10402000,ST,1
24362800UB,716048,4600012501.0,20,42,0,0,F,30.0,223,223.0,Z010,Z1,0,0,1,,2000,,5300468047.0,0.0,1,42,10401000,ST,1
23117100UB,716069,4600012307.0,20,56,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300507746.0,0.0,1,42,10403000,ST,1
23474500UB,708618,5500003323.0,20,14,14,56,F,,228,228.0,Z008,Z3,0,0,1,,2000,,5300143327.0,0.0,1,14,10403000,ST,1
24362800UB,716048,4600012501.0,20,42,0,0,F,30.0,223,223.0,Z010,Z1,0,0,1,,2000,,5300468047.0,3.0,1,42,10401000,ST,1
23305700UB,704926,4600012950.0,20,42,0,0,F,30.0,223,223.0,Z008,Z3,0,0,1,,2100,,5300091115.0,3.0,1,42,10402000,ST,1
23278200UB,700722,5500008680.0,10,28,28,70,F,,228,228.0,Z001,Y6,0,0,1,E15,2000,,5300023951.0,0.0,2,56,10401000,ST,1
60075082,709741,5500006449.0,10,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2100,,5300496813.0,3.0,1,42,10403000,ST,1
60075084,709741,5500006450.0,10,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2100,,5300496814.0,3.0,1,42,10403000,ST,1
60075086,709741,5500006451.0,10,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2100,,5300496816.0,3.0,1,42,10403000,ST,1
60031306,702225,5500006583.0,10,42,42,112,F,30.0,213,213.0,Z008,TB,0,0,1,,2000,,5300389522.0,3.0,1,42,10403000,ST,1
60031491,702225,5500006585.0,10,42,42,112,F,30.0,213,213.0,Z008,TB,0,0,1,,2000,,5300389524.0,3.0,1,42,10403000,ST,1
24354000UB,700119,4600007995.0,10,14,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300093347.0,3.0,1,42,10402000,ST,1
24359100UB,700119,4600008716.0,10,14,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300110553.0,3.0,1,42,10403000,ST,1
24376600UB,700119,4600007994.0,10,14,0,0,F,30.0,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300139064.0,3.0,1,42,10403000,ST,1
24393500UB,700119,4600008717.0,10,14,0,0,F,30.0,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300112080.0,3.0,1,42,10403000,ST,1
00340616UB,700808,4600007559.0,10,140,0,0,F,40.0,215,215.0,Z001,Z0,0,0,1,,2100,,5300010654.0,3.0,1,3,80800000,ST,1
60075082,709741,5500006449.0,10,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2100,,5300496813.0,0.0,1,42,10403000,ST,1
60075084,709741,5500006450.0,10,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2100,,5300496814.0,0.0,1,42,10403000,ST,1
60075086,709741,5500006451.0,10,42,42,42,F,,213,213.0,Z008,X5,0,0,1,E20,2100,,5300496816.0,0.0,1,42,10403000,ST,1
60075385,702399,4600012786.0,10,42,0,0,F,,228,228.0,Z012,Z1,0,0,1,,3000,,5300494705.0,0.0,1,42,10401000,ST,1
24940600UB,700119,4600009907.0,10,42,0,0,F,,228,228.0,Z008,Y9,0,0,1,E15,2000,,5300191448.0,0.0,1,42,10403000,ST,1
24354000UB,700119,4600007995.0,10,14,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300093347.0,0.0,1,42,10402000,ST,1
24359100UB,700119,4600008716.0,10,14,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300110553.0,0.0,1,42,10403000,ST,1
24422000UB,702225,5500005005.0,10,42,42,98,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300143290.0,0.0,1,42,10403000,ST,1
23117000UB,716069,4600012307.0,10,56,0,0,F,,228,228.0,Z008,Y9,0,0,1,E15,2100,,5300507747.0,0.0,1,42,10403000,ST,1
00340616UB,700808,4600007559.0,10,140,0,0,F,40.0,215,215.0,Z001,Z0,0,0,1,,2100,,5300010654.0,0.0,1,3,80800000,ST,1
35184100UB,704926,4600012419.0,10,42,0,0,F,30.0,223,223.0,Z001,Z1,0,0,1,,2100,,5300108980.0,0.0,1,42,10402000,ST,1
35184100UB,704926,4600012419.0,10,42,0,0,F,30.0,223,223.0,Z001,Z1,0,0,1,,2100,,5300108980.0,3.0,1,42,10402000,ST,1
24359100UB,700119,4600008716.0,10,14,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300110553.0,0.0,1,42,10403000,ST,1
24359100UB,700119,4600008716.0,10,14,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300110553.0,3.0,1,42,10403000,ST,1
23246106UB,700585,4600010906.0,10,56,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300057715.0,3.0,1,56,30203000,ST,1
60045875,700585,5500008004.0,10,14,14,182,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300409343.0,0.0,1,84,40100000,ST,1
23246106UB,700585,4600010906.0,10,56,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300057715.0,0.0,1,56,30203000,ST,1
60031562,709741,5500008943.0,10,42,42,42,F,,213,213.0,Z008,V9,0,0,1,E18,2100,,5300386689.0,0.0,1,42,10401000,ST,1
60017239,700000,4600012854.0,10,42,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300368206.0,0.0,1,42,10401000,ST,1
60021349,714106,5500007174.0,10,42,42,42,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300409234.0,0.0,1,63,10403000,ST,1
23117000UB,716069,4600012307.0,10,56,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300507747.0,0.0,1,42,10403000,ST,1
60031306,702225,5500006584.0,10,42,42,112,F,30.0,213,213.0,Z008,TB,0,0,1,,2100,,5300389522.0,3.0,1,42,10403000,ST,1
60012504,704926,5500004789.0,10,42,42,42,F,30.0,213,213.0,Z008,Y9,0,0,1,E14,2000,,5300392188.0,3.0,1,49,10403000,ST,1
60021349,714106,5500007174.0,10,42,42,42,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300409234.0,3.0,1,63,10403000,ST,1
60044367,709741,5500008557.0,20,42,42,42,F,30.0,213,213.0,Z008,V9,30,258318,1,E18,2100,,5300408325.0,3.0,1,42,10402000,ST,1
60021564,700074,4600012860.0,20,28,0,0,F,,202,202.0,Z001,Y5,19300,4328156,1,E12,2100,,5300373590.0,0.0,1,154,40100000,ST,1
60091626,704926,5500006176.0,10,42,42,42,F,30.0,213,213.0,Z008,X5,40,35982,1,E20,2100,,5300494367.0,3.0,1,42,10403000,ST,1
60091626,709741,5500006269.0,10,42,42,42,F,30.0,213,213.0,Z008,X5,40,35982,1,E20,2100,,5300494411.0,3.0,1,42,10403000,ST,1
60091684,704926,5500006172.0,10,42,42,42,F,30.0,213,213.0,Z008,X5,20,17991,1,E20,2100,,5300494362.0,3.0,1,42,10403000,ST,1
60091684,709741,5500006270.0,10,42,42,42,F,30.0,213,213.0,Z008,X5,20,17991,1,E20,2100,,5300494412.0,3.0,1,42,10403000,ST,1
60044273,709741,5500008557.0,10,42,42,42,F,30.0,213,213.0,Z008,V9,100,86106,1,E18,2100,,5300408326.0,3.0,1,42,10402000,ST,1
60063164,716508,4600012881.0,10,80,0,0,F,,202,202.0,Z011,Y5,10630,1671155,1,E13,2100,,5300470818.0,0.0,1,170,40400000,ST,1
60026350,700000,4600012699.0,10,42,0,0,F,,223,223.0,Z001,X2,400,3920,100,E20,2000,,5300386010.0,0.0,1,42,10102000,ST,1
60021501,700074,4600012860.0,10,28,0,0,F,,202,202.0,Z001,Y5,9260,2102286,1,E12,2100,,5300373591.0,0.0,1,28,40100000,ST,1
34071101UB,700074,4600011025.0,10,28,0,0,F,,202,202.0,Z010,Z1,5400,1423179,1,,2000,,5300150443.0,0.0,1,168,40400000,ST,1
34071801UB,700074,4600012301.0,10,28,0,0,F,,202,202.0,Z005,Z2,7030,1313356,1,,2000,,5300150444.0,0.0,1,200,40400000,ST,1
60031281,700585,5500007998.0,10,14,14,182,F,,203,203.0,Z010,Y5,5000,178750,1,E14,2000,,5300385078.0,0.0,1,84,40100000,ST,1
34685900,715408,4600012134.0,50,56,0,0,F,30.0,223,223.0,Z004,TB,30,1182702,1,,2000,,5300436123.0,3.0,1,56,10403000,ST,1
34686000,715408,4600012134.0,60,56,0,0,F,30.0,223,223.0,Z004,TB,30,1178955,1,,2000,,5300436124.0,3.0,1,56,10403000,ST,1
34941500,715408,4600012887.0,50,56,0,0,F,,223,223.0,Z004,TB,30,919788,1,,2100,,5300436350.0,0.0,1,56,10403000,ST,1
35141900,715408,4600012906.0,80,56,0,0,F,30.0,223,223.0,Z013,TB,50,669265,1,,2000,,5300548438.0,3.0,1,56,10403000,ST,1
23112400,715408,4600012826.0,30,56,0,0,F,30.0,223,223.0,Z013,TB,130,1238468,1,,2000,,5300544752.0,3.0,1,56,10403000,ST,1
23112500,715408,4600012826.0,40,56,0,0,F,30.0,223,223.0,Z013,TB,130,1232916,1,,2000,,5300544753.0,3.0,1,56,10403000,ST,1
23116300,715408,4600012906.0,50,56,0,0,F,30.0,223,223.0,Z013,TB,90,939402,1,,2000,,5300548433.0,3.0,1,56,10400000,ST,1
23112400,715408,4600012826.0,30,56,0,0,F,30.0,223,223.0,Z013,TB,130,1238468,1,,2000,,5300544752.0,0.0,1,56,10403000,ST,1
23112500,715408,4600012826.0,40,56,0,0,F,30.0,223,223.0,Z013,TB,130,1232916,1,,2000,,5300544753.0,0.0,1,56,10403000,ST,1
60079109,709890,4600012023.0,30,112,0,0,F,42.0,202,202.0,Z011,Y9,38260,2728778,100,E13,2100,,5300466908.0,3.0,1,3,50400000,ST,1
60079109,709890,4600012023.0,30,112,0,0,F,30.0,202,202.0,Z011,Y9,44270,3157425,100,E13,3000,,5300466908.0,3.0,1,112,50400000,ST,1
60079111,709890,4600012023.0,50,112,0,0,F,42.0,202,202.0,Z011,Y9,30380,2151481,100,E13,2100,,5300466907.0,3.0,1,3,50400000,ST,1
60079111,709890,4600012023.0,50,112,0,0,F,30.0,202,202.0,Z011,Y9,50000,354095,100,E13,3000,,5300466907.0,3.0,1,112,50400000,ST,1
60079109,709890,4600012023.0,30,112,0,0,F,42.0,202,202.0,Z011,Y9,38260,2728778,100,E13,2100,,5300466908.0,0.0,1,3,50400000,ST,1
60079109,709890,4600012023.0,30,112,0,0,F,30.0,202,202.0,Z011,Y9,44270,3157425,100,E13,3000,,5300466908.0,0.0,1,112,50400000,ST,1
60079111,709890,4600012023.0,50,112,0,0,F,42.0,202,202.0,Z011,Y9,30380,2151481,100,E13,2100,,5300466907.0,0.0,1,3,50400000,ST,1
60079111,709890,4600012023.0,50,112,0,0,F,30.0,202,202.0,Z011,Y9,50000,354095,100,E13,3000,,5300466907.0,0.0,1,112,50400000,ST,1
33628102,702795,4600011799.0,30,119,0,0,F,40.0,233,233.0,Z011,Y9,1730,84446,1,E13,3000,,5300049841.0,0.0,1,119,60000000,ST,1
34071203,702795,4600011801.0,30,140,0,0,F,40.0,233,233.0,Z011,Y2,940,58056,100,E13,3000,,5300150366.0,0.0,1,119,60100000,ST,1
31010104,701165,4600012165.0,40,28,0,0,F,,202,202.0,Z011,Y6,2000,21037,1,E13,2000,,5300039253.0,0.0,1,196,40400000,ST,1
34381402,702795,4600011800.0,30,42,0,0,F,40.0,233,233.0,Z011,Y2,90,9344,1,E13,3000,,5300056209.0,0.0,1,21,60100000,ST,1
60008641,715408,4600012085.0,20,42,0,0,F,30.0,223,223.0,Z004,TB,20,605886,1,,2000,,5300436537.0,3.0,1,56,10403000,ST,1
60028842,701306,4600011191.0,20,42,0,0,F,,202,202.0,Z001,Y9,2120,1037401,1,E13,2100,,5300427271.0,0.0,1,182,30202000,ST,1
60034846,701306,4600012130.0,20,42,0,0,F,,202,202.0,Z001,Y9,3610,913696,1,E13,2000,,5300507501.0,0.0,1,182,30202000,ST,1
00311358,701306,4600012030.0,20,42,0,0,F,,202,202.0,Z001,Y9,20330,1014408,1,E13,3000,,5300387808.0,0.0,1,182,30202000,ST,1
35140200,715408,4600011914.0,20,56,0,0,F,30.0,223,223.0,Z004,TB,30,74190,1,,2000,,5300436353.0,3.0,1,56,10403000,ST,1
60083162,709890,4600012563.0,20,28,0,0,F,30.0,202,202.0,Z011,Y9,29100,2061995,100,E13,2100,,5300496225.0,3.0,1,112,50400000,ST,1
60083162,709890,4600012563.0,20,28,0,0,F,30.0,202,202.0,Z011,Y9,29100,2061995,100,E13,2100,,5300496225.0,0.0,1,112,50400000,ST,1
60034761,701306,4600011998.0,20,42,0,0,F,,202,202.0,Z001,Y9,15500,5755486,1,E13,3000,,5300419936.0,0.0,1,182,30202000,ST,1
60034846,701306,4600012130.0,20,42,0,0,F,,202,202.0,Z001,Y5,7340,2277261,1,E13,3000,,5300507501.0,0.0,1,182,30202000,ST,1
60042317,715408,4600012547.0,20,56,0,0,F,30.0,223,223.0,Z004,TB,10,321741,1,,2000,,5300436673.0,0.0,1,56,10403000,ST,1
00311565,701306,4600012020.0,20,42,0,0,F,,202,202.0,Z001,Y9,6200,1490693,1,E13,3000,,5300387812.0,0.0,1,182,30202000,ST,1
60042317,715408,4600012547.0,20,56,0,0,F,30.0,223,223.0,Z004,TB,10,321741,1,,2000,,5300436673.0,3.0,1,56,10403000,ST,1
23073301,702795,4600011800.0,20,42,0,0,F,40.0,233,233.0,Z011,Y3,380,3848,1,E13,3000,,5300193452.0,0.0,1,140,60100000,ST,1
34450802,702795,4600011799.0,20,114,0,0,F,40.0,233,233.0,Z011,Y3,40,4961,100,E13,3000,,5300190032.0,0.0,1,21,60100000,ST,1
34638400,701318,5500000007.0,20,12,12,42,F,30.0,702,702.0,Z001,Y9,20,436232,1,E13,2100,,5300067187.0,0.0,1,42,10403000,ST,1
34638400,701318,5500000007.0,20,12,12,42,F,30.0,702,702.0,Z001,Y9,20,436232,1,E13,2100,,5300067187.0,3.0,1,42,10403000,ST,1
00270365,709310,5500000195.0,20,21,21,91,F,,708,708.0,Z011,Y9,103460,4054037,1,E13,2000,,5300156989.0,0.0,10,7,90300000,ST,1
00270366,709310,5500000194.0,20,21,21,91,F,,708,708.0,Z011,Y2,4780,211257,1,E13,2000,,5300156990.0,0.0,15,21,90300000,ST,1
95194424,702225,5500006576.0,20,42,42,84,F,30.0,213,213.0,Z004,TB,67840,5691776,100,,2100,,5300193309.0,3.0,1,42,550100000,ST,1
33332600,700000,4600012657.0,20,42,0,0,F,,223,223.0,Z001,X9,360,498542,1,E20,2000,,5300387099.0,3.0,1,42,550100000,ST,1
33332600,700000,4600012657.0,20,42,0,0,F,,223,223.0,Z001,X9,360,498542,1,E20,2000,,5300387099.0,0.0,1,42,550100000,ST,1
35160751,700000,4600012274.0,20,42,0,0,F,,223,223.0,Z001,X2,730,134685,100,E20,2000,,5300156733.0,0.0,1,42,10502000,ST,1
00345265,711970,5500002135.0,20,150,150,150,F,,715,715.0,Z001,Y5,4240,1782099,1,E13,2000,,5300193915.0,0.0,1,84,80100000,ST,1
00346328,702686,5500001956.0,20,28,28,112,F,,715,715.0,Z003,Y6,230,109938,1,E13,2100,,5300095666.0,0.0,1,84,80100000,ST,1
00346478,708235,5500000849.0,20,14,14,42,F,,715,715.0,Z008,Y7,650,81319,1,E13,2100,,5300137072.0,0.0,1,42,80200000,ST,1
60021997,709890,4600011305.0,20,112,0,0,F,30.0,202,202.0,Z011,Y9,0,0,100,E13,2100,,5300384943.0,3.0,1,112,50400000,ST,1
60021997,709890,4600011305.0,20,112,0,0,F,30.0,202,202.0,Z011,Y9,0,0,100,E13,2100,,5300384943.0,0.0,1,112,50400000,ST,1
31240300,715408,4600012721.0,30,56,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436166.0,3.0,1,56,10402000,ST,1
31280100,715408,4600012721.0,60,56,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436214.0,3.0,1,56,10403000,ST,1
00110901,702584,5500002102.0,20,28,28,84,F,10.0,203,203.0,Z010,Y9,0,0,1,E13,2000,,5300136806.0,2.0,1,28,70700000,ST,1
00110901,702584,5500002102.0,20,28,28,84,F,10.0,203,203.0,Z010,Y9,0,0,1,E13,2000,,5300136806.0,0.0,1,28,70700000,ST,1
60049215,715408,4600012893.0,20,84,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300461803.0,0.0,1,56,10403000,ST,1
60049215,715408,4600012893.0,20,84,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300461803.0,3.0,1,56,10403000,ST,1
31260200,715408,4600012721.0,40,56,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436170.0,3.0,1,56,10403000,ST,1
34733200,715408,4600012887.0,20,56,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436335.0,0.0,1,56,10403000,ST,1
34733200,715408,4600012887.0,20,56,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436335.0,3.0,1,56,10403000,ST,1
